network,step,opening,n_moves,mean_lc0_prob,var_lc0_prob,mean_human_prob,var_human_prob,nll
256x10_20260522_lr1e-9,50,"Ruy Lopez: Morphy Defense, Anderssen Variation",9,0.0321,0.000155,0.453968,0.026772,5.008116
256x10_20260522_lr1e-9,50,"Ruy Lopez: Morphy Defense, Caro Variation",10,0.032415,0.000138,0.460445,0.07087,4.841119
256x10_20260522_lr1e-9,50,Ruy Lopez: Steinitz Defense,17,0.085539,0.053236,0.371974,0.05218,9.224732
256x10_20260522_lr1e-9,50,Semi-Slav Defense,14,0.014987,0.000315,0.367238,0.0222,11.968975
256x10_20260522_lr1e-9,50,Semi-Slav Defense: Accelerated Move Order,17,0.021033,0.000231,0.33232,0.02061,7.927984
256x10_20260522_lr1e-9,50,Semi-Slav Defense: Main Line,17,0.015815,0.000297,0.323265,0.020431,11.355035
256x10_20260522_lr1e-9,50,Sicilian Defense,10,0.161321,0.099417,0.479263,0.074454,10.267626
256x10_20260522_lr1e-9,50,Sicilian Defense: Chekhover Variation,13,0.074051,0.041898,0.409734,0.052242,11.215915
256x10_20260522_lr1e-9,50,Sicilian Defense: Closed,66,0.08881,0.062907,0.361892,0.055075,10.206844
256x10_20260522_lr1e-9,50,"Sicilian Defense: Closed, Traditional",34,0.072763,0.053983,0.3396,0.063751,10.352504
256x10_20260522_lr1e-9,50,Sicilian Defense: Franco-Sicilian Variation,20,0.117827,0.086765,0.384879,0.075675,8.358765
256x10_20260522_lr1e-9,50,Sicilian Defense: Grand Prix Attack,35,0.045803,0.015034,0.377194,0.063665,5.988836
256x10_20260522_lr1e-9,50,Sicilian Defense: Löwenthal Variation,10,0.027285,0.000645,0.501852,0.056042,9.258618
256x10_20260522_lr1e-9,50,Sicilian Defense: Modern Variations,35,0.08148,0.05091,0.311342,0.025573,10.47817
256x10_20260522_lr1e-9,50,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order",17,0.350992,0.211669,0.38408,0.073125,8.395603
256x10_20260522_lr1e-9,50,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order Accepted",10,0.018888,0.000276,0.391511,0.061378,9.460313
256x10_20260522_lr1e-9,50,"Sicilian Defense: Modern Variations, Main Line",10,0.20021,0.13937,0.567433,0.085864,10.210089
256x10_20260522_lr1e-9,50,Sicilian Defense: Old Sicilian,35,0.048445,0.02592,0.32401,0.04858,8.110755
256x10_20260522_lr1e-9,50,Sicilian Defense: Open,17,0.082201,0.052982,0.45994,0.088346,7.590124
256x10_20260522_lr1e-9,50,Sicilian Defense: Taimanov Variation,9,0.018312,0.000358,0.45596,0.071935,10.135622
256x10_20260522_lr1e-9,60,Bishop's Opening,35,0.146097,0.083416,0.352661,0.054265,10.115102
256x10_20260522_lr1e-9,60,Bishop's Opening: Berlin Defense,28,0.083642,0.052863,0.308934,0.012975,8.546985
256x10_20260522_lr1e-9,60,Bogo-Indian Defense: Exchange Variation,18,0.227702,0.115983,0.347724,0.024347,8.113443
256x10_20260522_lr1e-9,60,Bogo-Indian Defense: Nimzowitsch Variation,18,0.065594,0.040243,0.301482,0.012573,13.921356
256x10_20260522_lr1e-9,60,Catalan Opening: Closed,24,0.086561,0.058527,0.379432,0.059839,12.460274
256x10_20260522_lr1e-9,60,Grünfeld Defense,10,0.113347,0.069548,0.346147,0.059713,8.964041
256x10_20260522_lr1e-9,60,Grünfeld Defense: Exchange Variation,10,0.023347,0.00085,0.436404,0.082957,10.795573
256x10_20260522_lr1e-9,60,Grünfeld Defense: Three Knights Variation,30,0.094948,0.068408,0.330739,0.060153,13.583643
256x10_20260522_lr1e-9,60,"Grünfeld Defense: Three Knights Variation, Petrosian System",21,0.043408,0.02171,0.377614,0.068151,13.96697
256x10_20260522_lr1e-9,60,Indian Defense: Anti-Nimzo-Indian,22,0.12829,0.070826,0.274575,0.03745,10.266247
256x10_20260522_lr1e-9,60,Indian Defense: London System,35,0.097101,0.059568,0.350224,0.05641,8.679424
256x10_20260522_lr1e-9,60,Italian Game: Classical Variation,18,0.06668,0.037751,0.364866,0.031454,9.064474
256x10_20260522_lr1e-9,60,"Italian Game: Classical Variation, Albin Gambit",16,0.071338,0.042274,0.380332,0.028566,9.756738
256x10_20260522_lr1e-9,60,"Italian Game: Classical Variation, Center Attack",16,0.071338,0.042274,0.428088,0.023157,9.756738
256x10_20260522_lr1e-9,60,"Italian Game: Classical Variation, Giuoco Pianissimo",35,0.08433,0.05788,0.346306,0.017855,12.554188
256x10_20260522_lr1e-9,60,"Italian Game: Giuoco Pianissimo, Normal",27,0.107827,0.072572,0.349352,0.016064,11.385906
256x10_20260522_lr1e-9,60,Italian Game: Giuoco Piano,22,0.082951,0.047145,0.369313,0.020547,10.627093
256x10_20260522_lr1e-9,60,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",25,0.163894,0.115148,0.444001,0.080385,9.468791
256x10_20260522_lr1e-9,60,"Italian Game: Two Knights Defense, Modern Bishop's Opening",31,0.095065,0.064332,0.299176,0.015923,11.802553
256x10_20260522_lr1e-9,60,"Italian Game: Two Knights Defense, Traxler Counterattack, Bishop Sacrifice Line",22,0.093566,0.061654,0.323835,0.020155,10.622163
256x10_20260522_lr1e-9,60,"Italian Game: Two Knights Defense, Traxler Counterattack, Knight Sacrifice Line",22,0.184475,0.127287,0.372124,0.029836,8.947556
256x10_20260522_lr1e-9,60,King's Indian Defense,10,0.021097,0.000915,0.405792,0.040393,12.266382
256x10_20260522_lr1e-9,60,King's Indian Defense: Fianchetto Variation,22,0.09058,0.060023,0.441064,0.108347,12.589133
256x10_20260522_lr1e-9,60,"King's Indian Defense: Fianchetto Variation, Delayed Fianchetto",16,0.057418,0.027673,0.291299,0.054513,12.54222
256x10_20260522_lr1e-9,60,King's Indian Defense: Four Pawns Attack,9,0.023271,0.000956,0.459675,0.05215,11.586929
256x10_20260522_lr1e-9,60,King's Indian Defense: Normal Variation,10,0.025944,0.0008,0.400227,0.041976,9.323944
256x10_20260522_lr1e-9,60,"King's Indian Defense: Normal Variation, King's Knight Variation",18,0.158458,0.113407,0.414267,0.048594,12.816371
256x10_20260522_lr1e-9,60,"King's Indian Defense: Normal Variation, Rare Defenses",24,0.074824,0.042753,0.43958,0.049356,12.506856
256x10_20260522_lr1e-9,60,King's Indian Defense: Smyslov Variation,21,0.044922,0.021622,0.407008,0.054143,13.251424
256x10_20260522_lr1e-9,60,London System,29,0.045369,0.021939,0.341028,0.051066,9.64919
256x10_20260522_lr1e-9,60,"London System, with Bd3",13,0.070935,0.035435,0.399965,0.07114,10.214973
256x10_20260522_lr1e-9,60,"London System, with Be2",13,0.070935,0.035435,0.383035,0.07741,10.214973
256x10_20260522_lr1e-9,60,Neo-Grünfeld Defense: with Nf3,24,0.161699,0.119513,0.320509,0.051207,13.422283
256x10_20260522_lr1e-9,60,Nimzo-Indian Defense,21,0.110971,0.068921,0.272688,0.013207,11.503768
256x10_20260522_lr1e-9,60,Nimzo-Indian Defense: Classical Variation,10,0.107727,0.070542,0.336314,0.019322,10.548439
256x10_20260522_lr1e-9,60,"Nimzo-Indian Defense: Classical Variation, Berlin Variation",10,0.023787,0.000765,0.339277,0.020024,9.395136
256x10_20260522_lr1e-9,60,Nimzo-Indian Defense: Three Knights Variation,30,0.232245,0.113988,0.326212,0.067083,8.318469
256x10_20260522_lr1e-9,60,Petrov's Defense: Italian Variation,20,0.161883,0.113898,0.314097,0.012347,7.449153
256x10_20260522_lr1e-9,60,Philidor Defense,51,0.117256,0.084886,0.3688,0.063277,6.987729
256x10_20260522_lr1e-9,60,Philidor Defense: Exchange Variation,20,0.070613,0.045853,0.372259,0.040539,7.833441
256x10_20260522_lr1e-9,60,Queen's Gambit Accepted,33,0.198872,0.129508,0.340622,0.036558,8.636091
256x10_20260522_lr1e-9,60,Queen's Gambit Accepted: Old Variation,34,0.082433,0.044703,0.377624,0.054529,8.02514
256x10_20260522_lr1e-9,60,Queen's Gambit Declined,38,0.111129,0.077138,0.336386,0.029532,10.168677
256x10_20260522_lr1e-9,60,Queen's Gambit Declined: Harrwitz Attack,34,0.087628,0.061035,0.334187,0.015322,12.831573
256x10_20260522_lr1e-9,60,Queen's Gambit Declined: Modern Variation,19,0.01893,0.000605,0.329033,0.019593,11.268073
256x10_20260522_lr1e-9,60,Queen's Gambit Declined: Ragozin Defense,39,0.075986,0.054124,0.329671,0.017334,13.914216
256x10_20260522_lr1e-9,60,Queen's Gambit Declined: Three Knights Variation,34,0.087628,0.061035,0.359526,0.014769,12.831573
256x10_20260522_lr1e-9,60,"Queen's Gambit Declined: Three Knights, Vienna Variation",9,0.087989,0.039385,0.303791,0.005946,9.71922
256x10_20260522_lr1e-9,60,"Queen's Gambit Declined: Vienna Variation, Quiet Variation",14,0.014959,0.000316,0.263161,0.008344,11.970523
256x10_20260522_lr1e-9,60,Queen's Pawn Game: Accelerated London System,98,0.082791,0.048778,0.320097,0.018738,12.032242
256x10_20260522_lr1e-9,60,Queen's Pawn Game: London System,35,0.048019,0.030977,0.323223,0.028665,14.850252
256x10_20260522_lr1e-9,60,"Ruy Lopez: Berlin Defense, Improved Steinitz Defense",10,0.027851,0.000392,0.373112,0.028875,7.799847
256x10_20260522_lr1e-9,60,Ruy Lopez: Exchange Variation,9,0.24622,0.162482,0.467343,0.036089,4.269917
256x10_20260522_lr1e-9,60,"Ruy Lopez: Exchange Variation, Lutikov Variation",10,0.033136,0.000437,0.401795,0.027337,6.267298
256x10_20260522_lr1e-9,60,"Ruy Lopez: Exchange Variation, Normal Variation",9,0.135109,0.093741,0.473418,0.034082,6.31666
256x10_20260522_lr1e-9,60,Ruy Lopez: Morphy Defense,9,0.0321,0.000155,0.497945,0.022661,5.008116
256x10_20260522_lr1e-9,60,"Ruy Lopez: Morphy Defense, Anderssen Variation",9,0.0321,0.000155,0.453968,0.026772,5.008116
256x10_20260522_lr1e-9,60,"Ruy Lopez: Morphy Defense, Caro Variation",10,0.032415,0.000138,0.460445,0.07087,4.841119
256x10_20260522_lr1e-9,60,Ruy Lopez: Steinitz Defense,17,0.085539,0.053236,0.371974,0.05218,9.224732
256x10_20260522_lr1e-9,60,Semi-Slav Defense,14,0.014987,0.000315,0.367238,0.0222,11.968975
256x10_20260522_lr1e-9,60,Semi-Slav Defense: Accelerated Move Order,17,0.021033,0.000231,0.33232,0.02061,7.927984
256x10_20260522_lr1e-9,60,Semi-Slav Defense: Main Line,17,0.015815,0.000297,0.323265,0.020431,11.355035
256x10_20260522_lr1e-9,60,Sicilian Defense,10,0.161321,0.099417,0.479263,0.074454,10.267626
256x10_20260522_lr1e-9,60,Sicilian Defense: Chekhover Variation,13,0.074051,0.041898,0.409734,0.052242,11.215915
256x10_20260522_lr1e-9,60,Sicilian Defense: Closed,66,0.08881,0.062907,0.361892,0.055075,10.206844
256x10_20260522_lr1e-9,60,"Sicilian Defense: Closed, Traditional",34,0.072763,0.053983,0.3396,0.063751,10.352504
256x10_20260522_lr1e-9,60,Sicilian Defense: Franco-Sicilian Variation,20,0.117827,0.086765,0.384879,0.075675,8.358765
256x10_20260522_lr1e-9,60,Sicilian Defense: Grand Prix Attack,35,0.045803,0.015034,0.377194,0.063665,5.988836
256x10_20260522_lr1e-9,60,Sicilian Defense: Löwenthal Variation,10,0.027285,0.000645,0.501852,0.056042,9.258618
256x10_20260522_lr1e-9,60,Sicilian Defense: Modern Variations,35,0.08148,0.05091,0.311342,0.025573,10.47817
256x10_20260522_lr1e-9,60,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order",17,0.350992,0.211669,0.38408,0.073125,8.395603
256x10_20260522_lr1e-9,60,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order Accepted",10,0.018888,0.000276,0.391511,0.061378,9.460313
256x10_20260522_lr1e-9,60,"Sicilian Defense: Modern Variations, Main Line",10,0.20021,0.13937,0.567433,0.085864,10.210089
256x10_20260522_lr1e-9,60,Sicilian Defense: Old Sicilian,35,0.048445,0.02592,0.32401,0.04858,8.110755
256x10_20260522_lr1e-9,60,Sicilian Defense: Open,17,0.082201,0.052982,0.45994,0.088346,7.590124
256x10_20260522_lr1e-9,60,Sicilian Defense: Taimanov Variation,9,0.018312,0.000358,0.45596,0.071935,10.135622
256x10_20260522_lr1e-9,70,Bishop's Opening,35,0.146097,0.093303,0.352661,0.054265,10.164721
256x10_20260522_lr1e-9,70,Bishop's Opening: Berlin Defense,28,0.083642,0.052863,0.308934,0.012975,8.546985
256x10_20260522_lr1e-9,70,Bogo-Indian Defense: Exchange Variation,18,0.227702,0.115983,0.347724,0.024347,8.113443
256x10_20260522_lr1e-9,70,Bogo-Indian Defense: Nimzowitsch Variation,18,0.065594,0.040243,0.301482,0.012573,13.921356
256x10_20260522_lr1e-9,70,Catalan Opening: Closed,24,0.086561,0.058527,0.379432,0.059839,12.460274
256x10_20260522_lr1e-9,70,Grünfeld Defense,10,0.115876,0.076479,0.346147,0.059713,9.034565
256x10_20260522_lr1e-9,70,Grünfeld Defense: Exchange Variation,10,0.021759,0.000852,0.436404,0.082957,10.87057
256x10_20260522_lr1e-9,70,Grünfeld Defense: Three Knights Variation,30,0.158703,0.113898,0.330739,0.060153,12.824688
256x10_20260522_lr1e-9,70,"Grünfeld Defense: Three Knights Variation, Petrosian System",21,0.087829,0.055728,0.377614,0.068151,13.053788
256x10_20260522_lr1e-9,70,Indian Defense: Anti-Nimzo-Indian,22,0.12829,0.070826,0.274575,0.03745,10.266247
256x10_20260522_lr1e-9,70,Indian Defense: London System,35,0.097101,0.059568,0.350224,0.05641,8.679424
256x10_20260522_lr1e-9,70,Italian Game: Classical Variation,18,0.06668,0.037751,0.364866,0.031454,9.064474
256x10_20260522_lr1e-9,70,"Italian Game: Classical Variation, Albin Gambit",16,0.071338,0.042274,0.380332,0.028566,9.756738
256x10_20260522_lr1e-9,70,"Italian Game: Classical Variation, Center Attack",16,0.071338,0.042274,0.428088,0.023157,9.756738
256x10_20260522_lr1e-9,70,"Italian Game: Classical Variation, Giuoco Pianissimo",35,0.08433,0.05788,0.346306,0.017855,12.554188
256x10_20260522_lr1e-9,70,"Italian Game: Giuoco Pianissimo, Normal",27,0.107827,0.072572,0.349352,0.016064,11.385906
256x10_20260522_lr1e-9,70,Italian Game: Giuoco Piano,22,0.082951,0.047145,0.369313,0.020547,10.627093
256x10_20260522_lr1e-9,70,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",25,0.163894,0.115148,0.444001,0.080385,9.468791
256x10_20260522_lr1e-9,70,"Italian Game: Two Knights Defense, Modern Bishop's Opening",31,0.095065,0.064332,0.299176,0.015923,11.802553
256x10_20260522_lr1e-9,70,"Italian Game: Two Knights Defense, Traxler Counterattack, Bishop Sacrifice Line",22,0.093566,0.061654,0.323835,0.020155,10.622163
256x10_20260522_lr1e-9,70,"Italian Game: Two Knights Defense, Traxler Counterattack, Knight Sacrifice Line",22,0.184475,0.127287,0.372124,0.029836,8.947556
256x10_20260522_lr1e-9,70,King's Indian Defense,10,0.021127,0.000915,0.405792,0.040393,12.265083
256x10_20260522_lr1e-9,70,King's Indian Defense: Fianchetto Variation,22,0.090672,0.060012,0.441064,0.108347,12.586244
256x10_20260522_lr1e-9,70,"King's Indian Defense: Fianchetto Variation, Delayed Fianchetto",16,0.057545,0.027667,0.291299,0.054513,12.538247
256x10_20260522_lr1e-9,70,King's Indian Defense: Four Pawns Attack,9,0.02339,0.000959,0.459675,0.05215,11.583285
256x10_20260522_lr1e-9,70,King's Indian Defense: Normal Variation,10,0.026051,0.000801,0.400227,0.041976,9.320665
256x10_20260522_lr1e-9,70,"King's Indian Defense: Normal Variation, King's Knight Variation",18,0.15857,0.113378,0.414267,0.048594,12.81284
256x10_20260522_lr1e-9,70,"King's Indian Defense: Normal Variation, Rare Defenses",24,0.074953,0.042742,0.43958,0.049356,12.502841
256x10_20260522_lr1e-9,70,King's Indian Defense: Smyslov Variation,21,0.04507,0.021619,0.407008,0.054143,13.246836
256x10_20260522_lr1e-9,70,London System,29,0.045369,0.021939,0.341028,0.051066,9.64919
256x10_20260522_lr1e-9,70,"London System, with Bd3",13,0.070935,0.035435,0.399965,0.07114,10.214973
256x10_20260522_lr1e-9,70,"London System, with Be2",13,0.070935,0.035435,0.383035,0.07741,10.214973
256x10_20260522_lr1e-9,70,Neo-Grünfeld Defense: with Nf3,24,0.186818,0.12577,0.320509,0.051207,12.673429
256x10_20260522_lr1e-9,70,Nimzo-Indian Defense,21,0.110971,0.068921,0.272688,0.013207,11.503768
256x10_20260522_lr1e-9,70,Nimzo-Indian Defense: Classical Variation,10,0.107727,0.070542,0.336314,0.019322,10.548439
256x10_20260522_lr1e-9,70,"Nimzo-Indian Defense: Classical Variation, Berlin Variation",10,0.023787,0.000765,0.339277,0.020024,9.395136
256x10_20260522_lr1e-9,70,Nimzo-Indian Defense: Three Knights Variation,30,0.232245,0.113988,0.326212,0.067083,8.318469
256x10_20260522_lr1e-9,70,Petrov's Defense: Italian Variation,20,0.161883,0.113898,0.314097,0.012347,7.449153
256x10_20260522_lr1e-9,70,Philidor Defense,51,0.117256,0.084886,0.3688,0.063277,6.987729
256x10_20260522_lr1e-9,70,Philidor Defense: Exchange Variation,20,0.070613,0.045853,0.372259,0.040539,7.833441
256x10_20260522_lr1e-9,70,Queen's Gambit Accepted,33,0.228299,0.147215,0.340622,0.036558,8.528534
256x10_20260522_lr1e-9,70,Queen's Gambit Accepted: Old Variation,34,0.137987,0.086561,0.377624,0.054529,7.380539
256x10_20260522_lr1e-9,70,Queen's Gambit Declined,38,0.111129,0.077138,0.336386,0.029532,10.168677
256x10_20260522_lr1e-9,70,Queen's Gambit Declined: Harrwitz Attack,34,0.087628,0.061035,0.334187,0.015322,12.831573
256x10_20260522_lr1e-9,70,Queen's Gambit Declined: Modern Variation,19,0.01893,0.000605,0.329033,0.019593,11.268073
256x10_20260522_lr1e-9,70,Queen's Gambit Declined: Ragozin Defense,39,0.075986,0.054124,0.329671,0.017334,13.914216
256x10_20260522_lr1e-9,70,Queen's Gambit Declined: Three Knights Variation,34,0.087628,0.061035,0.359526,0.014769,12.831573
256x10_20260522_lr1e-9,70,"Queen's Gambit Declined: Three Knights, Vienna Variation",9,0.196097,0.119703,0.303791,0.005946,9.318007
256x10_20260522_lr1e-9,70,"Queen's Gambit Declined: Vienna Variation, Quiet Variation",14,0.149866,0.109472,0.263161,0.008344,10.40525
256x10_20260522_lr1e-9,70,Queen's Pawn Game: Accelerated London System,98,0.083343,0.048702,0.320097,0.018738,11.730002
256x10_20260522_lr1e-9,70,Queen's Pawn Game: London System,35,0.048022,0.030977,0.323223,0.028665,14.849929
256x10_20260522_lr1e-9,70,"Ruy Lopez: Berlin Defense, Improved Steinitz Defense",10,0.027851,0.000392,0.373112,0.028875,7.799847
256x10_20260522_lr1e-9,70,Ruy Lopez: Exchange Variation,9,0.24622,0.162482,0.467343,0.036089,4.269917
256x10_20260522_lr1e-9,70,"Ruy Lopez: Exchange Variation, Lutikov Variation",10,0.033136,0.000437,0.401795,0.027337,6.267298
256x10_20260522_lr1e-9,70,"Ruy Lopez: Exchange Variation, Normal Variation",9,0.135109,0.093741,0.473418,0.034082,6.31666
256x10_20260522_lr1e-9,70,Ruy Lopez: Morphy Defense,9,0.0321,0.000155,0.497945,0.022661,5.008116
256x10_20260522_lr1e-9,70,"Ruy Lopez: Morphy Defense, Anderssen Variation",9,0.0321,0.000155,0.453968,0.026772,5.008116
256x10_20260522_lr1e-9,70,"Ruy Lopez: Morphy Defense, Caro Variation",10,0.032415,0.000138,0.460445,0.07087,4.841119
256x10_20260522_lr1e-9,70,Ruy Lopez: Steinitz Defense,17,0.085539,0.053236,0.371974,0.05218,9.224732
256x10_20260522_lr1e-9,70,Semi-Slav Defense,14,0.014987,0.000315,0.367238,0.0222,11.968975
256x10_20260522_lr1e-9,70,Semi-Slav Defense: Accelerated Move Order,17,0.021033,0.000231,0.33232,0.02061,7.927984
256x10_20260522_lr1e-9,70,Semi-Slav Defense: Main Line,17,0.015815,0.000297,0.323265,0.020431,11.355035
256x10_20260522_lr1e-9,70,Sicilian Defense,10,0.161321,0.099417,0.479263,0.074454,10.267626
256x10_20260522_lr1e-9,70,Sicilian Defense: Chekhover Variation,13,0.074051,0.041898,0.409734,0.052242,11.215915
256x10_20260522_lr1e-9,70,Sicilian Defense: Closed,66,0.088804,0.062907,0.361892,0.055075,10.207156
256x10_20260522_lr1e-9,70,"Sicilian Defense: Closed, Traditional",34,0.072763,0.053983,0.3396,0.063751,10.352504
256x10_20260522_lr1e-9,70,Sicilian Defense: Franco-Sicilian Variation,20,0.117827,0.086765,0.384879,0.075675,8.358765
256x10_20260522_lr1e-9,70,Sicilian Defense: Grand Prix Attack,35,0.045803,0.015034,0.377194,0.063665,5.988836
256x10_20260522_lr1e-9,70,Sicilian Defense: Löwenthal Variation,10,0.027285,0.000645,0.501852,0.056042,9.258618
256x10_20260522_lr1e-9,70,Sicilian Defense: Modern Variations,35,0.08148,0.05091,0.311342,0.025573,10.47817
256x10_20260522_lr1e-9,70,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order",17,0.350992,0.211669,0.38408,0.073125,8.395603
256x10_20260522_lr1e-9,70,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order Accepted",10,0.018888,0.000276,0.391511,0.061378,9.460313
256x10_20260522_lr1e-9,70,"Sicilian Defense: Modern Variations, Main Line",10,0.20021,0.13937,0.567433,0.085864,10.210089
256x10_20260522_lr1e-9,70,Sicilian Defense: Old Sicilian,35,0.048445,0.02592,0.32401,0.04858,8.110755
256x10_20260522_lr1e-9,70,Sicilian Defense: Open,17,0.082201,0.052982,0.45994,0.088346,7.590124
256x10_20260522_lr1e-9,70,Sicilian Defense: Taimanov Variation,9,0.018312,0.000358,0.45596,0.071935,10.135622
256x10_20260522_lr1e-9,80,Bishop's Opening,35,0.148954,0.082859,0.352661,0.054265,9.654585
256x10_20260522_lr1e-9,80,Bishop's Opening: Berlin Defense,28,0.083642,0.052863,0.308934,0.012975,8.546985
256x10_20260522_lr1e-9,80,Bogo-Indian Defense: Exchange Variation,18,0.227702,0.115983,0.347724,0.024347,8.113443
256x10_20260522_lr1e-9,80,Bogo-Indian Defense: Nimzowitsch Variation,18,0.065594,0.040243,0.301482,0.012573,13.921356
